"organism_group","strain","collection_date","serovar","isolate","location","isolation_source","isolation_type","snp_cluster","min_same","min_diff","amr_genotypes","antigen_formula","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","resist_sim","blaEC.COMPLETE","acrF.COMPLETE","mdtM.COMPLETE","sul2.COMPLETE","blaOXA.193.COMPLETE","X50S_L22_A103V.POINT","gyrA_T86I.POINT","blaOXA.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..O...COMPLETE","aph..3....IIIa.COMPLETE","meropenem","ciprofloxacin","tetracycline","ampicillin","gentamicin","erythromycin","azithromycin","clindamycin","nalidixic acid"
"E.coli and Shigella","microbial",2014,NA,"PDT001018093.1","Guadeloupe","blood","clinical","PDS000050455.8",34,40,"aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"Guadeloupe","stool",0,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0
"E.coli and Shigella","CVM N18EC0378",2018,NA,"PDT000565970.1","USA:KS","pork chop","environmental/other","PDS000049459.4",30,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N18EC0490",2018,NA,"PDT000566125.1","USA:OR","pork chop","environmental/other","PDS000049459.4",3,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N18EC0602",2018,NA,"PDT000566197.1","USA:TX","pork chop","environmental/other","PDS000049459.4",3,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0901",2019,NA,"PDT000844451.1","USA:TX","pork chops","environmental/other","PDS000049459.4",3,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N18EC0212",2018,NA,"PDT000566075.1","USA:TN","chicken breasts","environmental/other","PDS000082881.3",NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","CVM N17EC1442",2017,NA,"PDT000395224.1","USA:TX","chicken legs","environmental/other","PDS000082871.2",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0160",2017,NA,"PDT000394805.1","USA:IA","whole - cut in lab","environmental/other","PDS000023670.2",60,NA,"aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","other/unspecified",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","Spr2013_WWKa_OUT_29",2013,NA,"PDT000319009.1","Germany: Dresden-Kaditz","wastewater outflow","environmental/other","PDS000038148.3",NA,28,"aac(3)-IIe=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"Germany","water",NA,"Other",0.2883235,0.1647343,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
"E.coli and Shigella","URMC_43",2017,NA,"PDT000543091.1","USA: Rochester, NY","urine","clinical","PDS000038148.3",30,39,"aadA5=COMPLETE,acrF=COMPLETE,blaCTX-M-27=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,sul1=COMPLETE",NA,NA,NA,"USA","urine",0,"Other",0.4424331,0.4130435,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
"E.coli and Shigella","URMC_107",2018,NA,"PDT000543101.1","USA: Rochester, NY","joint infection","clinical","PDS000038148.3",30,33,"aadA5=COMPLETE,acrF=COMPLETE,blaCTX-M-27=COMPLETE,blaEC=COMPLETE,blaTEM=PARTIAL,cyaA_S352T=POINT,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","other/unspecified",0,"Other",0.4212329,0.4038647,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","19OR10GT13-EC",2019,NA,"PDT000629656.1","USA:OR","ground turkey","environmental/other","PDS000072235.4",11,NA,"aac(3)-IId=COMPLETE,aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N19EC0844",2019,NA,"PDT000844461.1","USA:CA","ground turkey","environmental/other","PDS000072235.4",11,NA,"aac(3)-IId=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N19EC1125",2019,NA,"PDT000844646.1","USA:CO","pork chops","environmental/other","PDS000072180.4",6,0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","pork",2,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","19SD07GB02-EC",2019,NA,"PDT000592077.1","USA:SD","ground beef","environmental/other","PDS000072184.4",4,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0998",2019,NA,"PDT000844440.1","USA:TN","ground beef","environmental/other","PDS000072184.4",7,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","ZTA15/01169-1EB1",2015,NA,"PDT000233842.1","Spain:Lerida","feces","environmental/other","PDS000104303.2",71,101,"aac(3)-IId=COMPLETE,aadA22=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-55=COMPLETE,blaEC=COMPLETE,blaTEM=COMPLETE,bleO=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mcr-1.1=COMPLETE,mcr-3.2=COMPLETE,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"Spain","stool",0,"Other",NA,NA,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0
"E.coli and Shigella","CVM N19EC0469",2019,NA,"PDT000639594.1","USA:CA","ground turkey","environmental/other","PDS000109982.3",39,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0496",2019,NA,"PDT000844438.1","USA:CO","ground turkey (patties)","environmental/other","PDS000109977.3",NA,NA,"acrF=COMPLETE,blaEC-5=COMPLETE,catA1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","19OR05GB05-EC",2019,NA,"PDT000524497.3","USA:OR","ground beef","environmental/other","PDS000109945.2",NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N18EC1301",2018,NA,"PDT000570973.1","USA:SC","ground beef","environmental/other","PDS000045884.3",32,37,"aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,dfrA12=COMPLETE,floR=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","beef",0,"Other",NA,NA,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0
"E.coli and Shigella","CVM N18EC1136",2018,NA,"PDT000566690.1","USA:SD","ground turkey","environmental/other","PDS000054136.3",16,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.7355769,0.1791045,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0634",2019,NA,"PDT000639518.1","USA:SD","ground turkey","environmental/other","PDS000054136.3",16,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.7355769,0.1791045,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0325",2019,NA,"PDT000644970.1","USA:MD","pork chop - bone in","environmental/other","PDS000058075.4",1,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC1262",2017,NA,"PDT000395060.1","USA:IA","whole - cut in lab","environmental/other","PDS000037860.4",NA,18,"acrF=COMPLETE,blaEC=PARTIAL_END_OF_CONTIG,blaTEM-1=COMPLETE,marR_S3N=POINT,mdtM=COMPLETE",NA,NA,NA,"USA","other/unspecified",NA,"Other",NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0206",2017,NA,"PDT000394934.1","USA:IA","turkey patties","environmental/other","PDS000037856.3",14,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,parE_I529L=POINT,ptsI_V25I=POINT,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",0.9260204,0.7264151,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N17EC0567",2017,NA,"PDT000395030.1","USA:TX","ground turkey","environmental/other","PDS000037856.3",14,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,parE_I529L=POINT,ptsI_V25I=POINT,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",0.9260204,0.7264151,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N18EC0376",2018,NA,"PDT000565969.1","USA:KS","ground turkey","environmental/other","PDS000037856.3",21,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaEC=MISTRANSLATION,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,parE_I529L=POINT,ptsI_V25I=POINT,tet(A)=COMPLETE,tet(B)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",0.8520408,0.4528302,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N18EC0498",2018,NA,"PDT000566129.1","USA:SC","ground turkey","environmental/other","PDS000049455.6",25,NA,"aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.8591575,0.4238866,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","19SD07GT05-EC",2019,NA,"PDT000588805.4","USA:SD","ground turkey","environmental/other","PDS000049455.6",19,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE,tet(A)=PARTIAL,tet(M)=COMPLETE,tet(M)=PARTIAL_END_OF_CONTIG",NA,NA,NA,"USA","turkey",NA,"Other",0.802381,0.208502,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0715",2019,NA,"PDT001166153.1","USA:TN","ground beef","environmental/other","PDS000049455.6",26,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",0.7948718,0.3692308,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N17EC1136",2017,NA,"PDT000394798.1","USA:SC","ground turkey","environmental/other","PDS000049486.2",19,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT,sul1=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.8067633,0.245283,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","CVM N18EC0764",2018,NA,"PDT000565939.1","USA:SC","ground turkey","environmental/other","PDS000049486.2",20,NA,"acrF=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT,sul2=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.8067633,0.245283,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0322",2019,NA,"PDT000645005.1","USA:MD","ground turkey","environmental/other","PDS000049383.4",6,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0167",2019,NA,"PDT001166165.1","USA:TN","ground turkey","environmental/other","PDS000049383.4",23,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","19SC07GT15",2019,NA,"PDT000563945.1","USA:SC","ground turkey","environmental/other","PDS000049296.4",36,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N18EC0234",2018,NA,"PDT000497359.1","USA:TN","ground turkey","environmental/other","PDS000049464.4",8,NA,"blaEC=COMPLETE,blaEC=MISTRANSLATION,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.9110682,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N18EC0236",2018,NA,"PDT000566076.1","USA:PA","chicken legs","environmental/other","PDS000049464.4",8,NA,"blaEC=COMPLETE,blaEC=PARTIAL_END_OF_CONTIG,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",0.9414414,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0662",2019,NA,"PDT000844501.1","USA:CA","chicken whole - cut in lab","environmental/other","PDS000049464.4",25,NA,"blaEC=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",0.9065637,NA,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N18EC1054",2018,NA,"PDT000566147.1","USA:IA","ground turkey","environmental/other","PDS000054468.4",15,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",0.9130435,0.8723404,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N19EC0353",2019,NA,"PDT000644941.1","USA:TX","ground turkey","environmental/other","PDS000054468.4",17,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",0.9130435,0.8723404,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0334",2019,NA,"PDT000644960.1","USA:TN","chicken wings","environmental/other","PDS000054452.3",22,NA,"acrF=COMPLETE,blaEC=COMPLETE,parE_I529L=POINT,ptsI_V25I=POINT,uhpT_E350Q=POINT",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0270",2017,NA,"PDT000395413.1","USA:MD","pork chops","environmental/other","PDS000054447.4",9,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0106",2019,NA,"PDT000644901.1","USA:MD","ground turkey","environmental/other","PDS000054447.4",8,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","19SC07CB08-EC",2019,NA,"PDT000551348.1","USA:SC","chicken","environmental/other","PDS000054654.4",0,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",0.8644934,NA,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0856",2019,NA,"PDT000844458.1","USA:SC","ground turkey","environmental/other","PDS000054654.4",1,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.8982771,NA,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1058",2019,NA,"PDT000844615.1","USA:NC","ground turkey","environmental/other","PDS000054654.4",3,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.8400901,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0299",2019,NA,"PDT000645017.1","USA:TX","ground turkey","environmental/other","PDS000054453.4",17,NA,"aac(3)-IId=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.8382353,0.7830189,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N19EC0692",2019,NA,"PDT000844491.1","USA:TX","ground turkey","environmental/other","PDS000054453.4",17,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.6764706,0.5660377,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0869",2019,NA,"PDT001166127.1","USA:PA","ground turkey","environmental/other","PDS000054453.4",19,NA,"aac(3)-IId=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",0.8382353,0.7830189,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","19GA09CB40-EC",2019,NA,"PDT000710819.1","USA:GA","chicken","environmental/other","PDS000060197.3",37,30,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,glpT_E448K=POINT,mdtM=COMPLETE,parE_I355T=POINT,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","chicken",0,"Other",NA,NA,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0163",2019,NA,"PDT000645100.1","USA:SD","ground beef","environmental/other","PDS000060342.4",10,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","19CA09CB33-UCD-EC",2019,NA,"PDT000639601.1","USA:CA","whole chicken","environmental/other","PDS000065023.4",31,NA,"acrF=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT,tet(A)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","19SD11PC06-EC",2019,NA,"PDT000654248.1","USA:SD","pork chop","environmental/other","PDS000075241.4",10,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0304",2017,NA,"PDT000395152.1","USA:OR","ground turkey","environmental/other","PDS000037852.2",6,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0478",2017,NA,"PDT000395179.1","USA:SD","ground turkey","environmental/other","PDS000037852.2",25,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0582",2017,NA,"PDT000395482.1","USA:TX","ground turkey","environmental/other","PDS000037852.2",6,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0930",2017,NA,"PDT000394970.1","USA:TX","ground beef","environmental/other","PDS000037821.3",4,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N17EC0942",2017,NA,"PDT000395347.1","USA:TX","ground beef","environmental/other","PDS000037821.3",4,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
