#Organism group,Strain,Source type,Collection date,Host disease,Outbreak,Host,Isolate identifiers,Serovar,Isolate,Create date,AST phenotypes,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Campylobacter jejuni","CVM N17C191",,"2017",,,,"""CVM N17C191"",""SRS3530812""",,"PDT000345699.1","2018-07-12T11:59:29Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NY","Chicken Thighs","environmental/other","PDS000022417.15",5,12,"SAMN09605061","GCA_005333105.1","blaOXA=PARTIAL",
"Campylobacter jejuni","CVM N18C138",,"2018",,,,"""CVM N18C138"",""SRS4433373""",,"PDT000473007.1","2019-03-04T15:39:42Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:MN","Chicken Thighs","environmental/other","PDS000022417.15",6,12,"SAMN11047677","GCA_004875885.1","blaOXA=PARTIAL",
"Campylobacter jejuni","CVM N18C265",,"2018",,,,"""CVM N18C265"",""SRS4433544""",,"PDT000473047.1","2019-03-04T15:39:48Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:GA","Chicken Legs","environmental/other","PDS000022417.15",5,15,"SAMN11047790","GCA_004877145.1","blaOXA=PARTIAL",
"Campylobacter jejuni","CVM N19C371",,"2019",,,,"""CVM N19C371"",""SRS6552297""",,"PDT000728810.2","2020-04-28T18:17:36Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,tetracycline=S","USA:PA","Chicken Legs","environmental/other","PDS000022417.15",4,5,"SAMN14754876","GCA_014607155.1","blaOXA=PARTIAL",
"Campylobacter jejuni","CVM N16C286",,"2016",,,,"""CVM N16C286"",""SRS2547734""",,"PDT000245107.2","2017-09-28T02:45:56Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:TN","chicken breast","environmental/other","PDS000022472.22",30,31,"SAMN07633600","GCA_004975585.1","50S_L22_A103V=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1605715",,"2016",,,,"""FSIS1605715"",""SRS1308464""",,"PDT000110608.2","2016-02-24T22:25:20Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:ID","animal-cattle-dairy cow","environmental/other","PDS000045952.16",20,17,"SAMN04514641","GCA_005284105.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C113",,"2018",,,,"""CVM N18C113"",""SRS4434137""",,"PDT000473363.1","2019-03-04T19:12:06Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:CO","Chicken Wings","environmental/other","PDS000043605.20",0,11,"SAMN11047652","GCA_004881365.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1606113",,"2016",,,,"""FSIS1606113"",""SRS1382945""",,"PDT000123807.2","2016-04-08T20:10:57Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:KY","animal-swine-market swine","environmental/other","PDS000021657.20",13,9,"SAMN04625655","GCA_005288705.1","blaOXA=COMPLETE",
"Campylobacter jejuni","CVM N17C743",,"2017",,,,"""CVM N17C743"",""SRS3673060""",,"PDT000363497.1","2018-08-15T19:43:39Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NM","Chicken Thighs","environmental/other","PDS000021272.21",6,5,"SAMN09783325","GCA_005362045.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N18C271",,"2018",,,,"""CVM N18C271"",""SRS4433549""",,"PDT000473042.1","2019-03-04T15:39:47Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:TX","Chicken Wings","environmental/other","PDS000021272.21",6,7,"SAMN11047796","GCA_004877085.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N16C481",,"2016",,,,"""CVM N16C481"",""SRS2547922""",,"PDT000245293.2","2017-09-28T02:46:49Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:MN","Chicken Thighs","environmental/other","PDS000021110.18",4,3,"SAMN07633786","GCA_004976505.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C529",,"2017",,,,"""CVM N17C529"",""SRS3530360""",,"PDT000345678.1","2018-07-12T11:59:25Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:MN","chicken breast","environmental/other","PDS000021110.18",4,3,"SAMN09605259","GCA_005333005.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C386",,"2018",,,,"""CVM N18C386"",""SRS4433565""",,"PDT000473248.1","2019-03-04T15:40:29Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:MD","Chicken Wings","environmental/other","PDS000021110.18",25,24,"SAMN11047904","GCA_004880465.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE",
"Campylobacter jejuni","19NC010CB18_C",,"2019-10-04",,,,"""19NC010CB18_C"",""CFSAN102072"",""SRS5782016""",,"PDT000641808.1","2019-12-10T11:28:35Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,tetracycline=R","USA:NC","chicken wing","environmental/other","PDS000021110.18",5,3,"SAMN13514224","GCA_010275715.1","50S_L22_A103V=POINT,blaOXA-184=COMPLETE,blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C508",,"2018",,,,"""CVM N18C508"",""SRS4953292""",,"PDT000521742.1","2019-06-12T22:51:18Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:KS","Chicken Legs","environmental/other","PDS000022029.20",1,7,"SAMN12035653","GCA_006358475.1","50S_L22_A103V=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N19C642",,"2019",,,,"""CVM N19C642"",""SRS6552295""",,"PDT000728812.2","2020-04-28T18:17:37Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,tetracycline=R","USA:PA","Chicken Thighs","environmental/other","PDS000114718.1",1,1,"SAMN14754934","GCA_014607055.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1605614",,"2016",,,,"""FSIS1605614"",""SRS1278091""",,"PDT000105842.2","2016-02-06T01:26:02Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:PA","animal-cattle-dairy cow","environmental/other","PDS000118958.1",8,16,"SAMN04461468","GCA_005282785.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1606009",,"2016",,,,"""FSIS1606009"",""SRS1332283""",,"PDT000112898.2","2016-03-10T03:26:14Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:TX","animal-cattle-heifer","environmental/other","PDS000118958.1",21,24,"SAMN04543714","GCA_005285925.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C005",,"2016",,,,"""CVM N16C005"",""SRS2547459""",,"PDT000244790.2","2017-09-28T00:49:13Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:CA","chicken breast","environmental/other","PDS000021101.11",2,16,"SAMN07633323","GCA_005008115.1","blaOXA-460=COMPLETE",
"Campylobacter jejuni","CVM N16C100",,"2016",,,,"""CVM N16C100"",""SRS2547552""",,"PDT000244883.2","2017-09-28T00:49:29Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:WA","chicken breast","environmental/other","PDS000021101.11",2,18,"SAMN07633416","GCA_004973105.1","blaOXA-460=COMPLETE",
"Campylobacter jejuni","CVM N16C191",,"2016",,,,"""CVM N16C191"",""SRS2547641""",,"PDT000245035.2","2017-09-28T02:45:36Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:WA","Chicken Thighs","environmental/other","PDS000021101.11",2,20,"SAMN07633506","GCA_005151025.1","blaOXA-460=COMPLETE",
"Campylobacter jejuni","CVM N16C527",,"2016",,,,"""CVM N16C527"",""SRS2547966""",,"PDT000245339.2","2017-09-28T02:47:02Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:WA","Whole - cut in lab","environmental/other","PDS000021101.11",2,16,"SAMN07633832","GCA_004976865.1","blaOXA-460=COMPLETE",
"Campylobacter jejuni","CVM N17C636",,"2017",,,,"""CVM N17C636"",""SRS3530385""",,"PDT000345648.1","2018-07-12T11:59:19Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:WA","Chicken Thighs","environmental/other","PDS000021101.11",8,26,"SAMN09605340","GCA_005329445.1","blaOXA-460=COMPLETE",
"Campylobacter jejuni","CVM N17C455",,"2017",,,,"""CVM N17C455"",""SRS3673166""",,"PDT000363390.1","2018-08-15T19:43:21Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:WA","Chicken Thighs","environmental/other","PDS000021101.11",3,18,"SAMN09783209","GCA_005362325.1","blaOXA-460=COMPLETE",
"Campylobacter jejuni","CVM N18C270",,"2018",,,,"""CVM N18C270"",""SRS4433548""",,"PDT000473043.1","2019-03-04T15:39:48Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:OR","Chicken Thighs","environmental/other","PDS000021101.11",8,29,"SAMN11047795","GCA_004877105.1","blaOXA-460=COMPLETE",
"Campylobacter jejuni","19OR10CB17-C1",,"2019-10-21",,,,"""19OR10CB17-C1"",""SRS5675829""",,"PDT000629660.1","2019-11-18T23:31:10Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,tetracycline=S","USA:OR","Chicken Legs","environmental/other","PDS000021101.11",5,29,"SAMN13315610","GCA_010296765.1","blaOXA-460=COMPLETE",
"Campylobacter jejuni","CVM N16C171",,"2016",,,,"""CVM N16C171"",""SRS2547621""",,"PDT000244952.2","2017-09-28T00:49:42Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:CA","Chicken Legs","environmental/other","PDS000021160.12",1,7,"SAMN07633486","GCA_004973745.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N16C428",,"2016",,,,"""CVM N16C428"",""SRS2547872""",,"PDT000245246.2","2017-09-28T02:46:36Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:CA","chicken breast","environmental/other","PDS000021160.12",1,8,"SAMN07633739","GCA_005178845.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N17C017",,"2017",,,,"""CVM N17C017"",""SRS3530703""",,"PDT000345810.1","2018-07-12T11:59:49Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:CA","Chicken Wings","environmental/other","PDS000021160.12",11,16,"SAMN09604903","GCA_005334785.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N18C225",,"2018",,,,"""CVM N18C225"",""SRS4433416""",,"PDT000472964.2","2019-03-04T15:39:35Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NC","chicken breast","environmental/other","PDS000021006.17",3,,"SAMN11047760","GCA_005218045.1",,
"Campylobacter jejuni","CVM N17C207",,"2017",,,,"""CVM N17C207"",""SRS3530734""",,"PDT000345776.1","2018-07-12T11:59:42Z","azithromycin=R,ciprofloxacin=R,clindamycin=R,erythromycin=R,florfenicol=S,gentamicin=R,nalidixic acid=R,telithromycin=R,tetracycline=R","USA:PA","chicken breast","environmental/other","PDS000025588.13",2,,"SAMN09605076","GCA_005334425.1","23S_A2075G=POINT,50S_L22_A103V=POINT,aph(2'')-If=COMPLETE,aph(3')-IIIa=COMPLETE,blaOXA-594=COMPLETE,blaOXA=COMPLETE,gyrA_T86I=POINT,rpsL_K43R=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","19NC12GT17_C",,"2019-12-19",,,,"""19NC12GT17_C"",""CFSAN104549"",""SRS6159824""",,"PDT000687498.1","2020-02-18T19:11:31Z","azithromycin=R,ciprofloxacin=R,clindamycin=S,erythromycin=R,florfenicol=S,gentamicin=R,nalidixic acid=R,tetracycline=R","USA:NC","ground turkey","environmental/other","PDS000025588.13",12,,"SAMN14125669","GCA_011646215.1","23S_A2075G=POINT,50S_L22_A103V=POINT,aph(2'')-If=COMPLETE,aph(3')-IIIa=COMPLETE,blaOXA-594=COMPLETE,gyrA_T86I=POINT,rpsL_K43R=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C579",,"2017",,,,"""CVM N17C579"",""SRS3530808""",,"PDT000345703.1","2018-07-12T11:59:29Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:PA","chicken breast","environmental/other","PDS000022921.3",0,,"SAMN09605300","GCA_005333325.1","50S_L22_A103V=POINT,gyrA_T86I=POINT",
"Campylobacter jejuni","19CO04CB29-C1",,"2019-04-16",,,,"""19CO04CB29-C1"",""SRS5709006""",,"PDT000634274.2","2021-04-26T15:26:14Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:CO",,"environmental/other","PDS000021458.15",18,19,"SAMN13293622","GCA_018176495.1","50S_L22_A103V=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1606810",,"2016",,,,"""FSIS1606810"",""SRS1520710""",,"PDT000135416.2","2016-06-22T20:15:29Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:CA","animal-chicken-young chicken","environmental/other","PDS000021486.11",9,,"SAMN05274301","GCA_005293725.1","aph(3')-VIIa=COMPLETE,blaOXA-594=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C241",,"2018",,,,"""CVM N18C241"",""SRS4433472""",,"PDT000473119.1","2019-03-04T15:40:02Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NM","chicken breast","environmental/other","PDS000021486.11",22,,"SAMN11047773","GCA_004877945.1","aph(3')-VIIa=COMPLETE,blaOXA-594=COMPLETE",
"Campylobacter jejuni","CVM N18C130",,"2018",,,,"""CVM N18C130"",""SRS4433422""",,"PDT000472958.1","2019-03-04T15:39:35Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:GA","chicken breast","environmental/other","PDS000021970.14",20,7,"SAMN11047669","GCA_004874845.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1606653",,"2016",,,,"""FSIS1606653"",""SRS1465435""",,"PDT000132294.2","2016-05-25T07:15:25Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:TX","animal-cattle-steer","environmental/other","PDS000020862.9",17,29,"SAMN05171398","GCA_005291985.1",,
"Campylobacter jejuni","FSIS1606468",,"2016",,,,"""FSIS1606468"",""SRS1475018""",,"PDT000133464.2","2016-06-01T01:15:34Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:TX","animal-cattle-heifer","environmental/other","PDS000020862.9",24,22,"SAMN05190027","GCA_005291605.1",,
"Campylobacter jejuni","CVM N18C196",,"2018",,,,"""CVM N18C196"",""SRS4433396""",,"PDT000472984.1","2019-03-04T15:39:39Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:SD","Chicken Legs","environmental/other","PDS000043598.9",17,11,"SAMN11047731","GCA_004875345.1","50S_L22_A103V=POINT,blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N19C231",,"2019",,,,"""CVM N19C231"",""SRS7415226""",,"PDT000843495.1","2020-09-23T19:24:11Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:SC","Chicken Thighs","environmental/other","PDS000044977.7",4,30,"SAMN16231151","GCA_014721485.1","gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N18C590",,"2018",,,,"""CVM N18C590"",""SRS4953248""",,"PDT000521781.1","2019-06-12T22:51:26Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NY","Chicken Wings","environmental/other","PDS000026162.13",22,17,"SAMN12035729","GCA_006359175.1","blaOXA-465=COMPLETE",
"Campylobacter jejuni","CVM N17C111",,"2017",,,,"""CVM N17C111"",""SRS3530626""",,"PDT000345411.1","2018-07-12T09:59:08Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Wings","environmental/other","PDS000023137.11",3,,"SAMN09604987","GCA_005327205.1",,
"Campylobacter jejuni","FSIS1607220",,"2016",,,,"""FSIS1607220"",""SRS1609332""",,"PDT000144110.2","2016-08-10T23:16:36Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=R","USA:TX","animal-cattle-dairy cow","environmental/other","PDS000054695.2",3,14,"SAMN05558628","GCA_005297845.1","gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N19C577",,"2019",,,,"""CVM N19C577"",""SRS6552274""",,"PDT000728833.2","2020-04-28T18:17:47Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,tetracycline=S","USA:TX","Chicken Legs","environmental/other","PDS000045704.12",1,,"SAMN14754915","GCA_014606775.1","gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N16C253",,"2016",,,,"""CVM N16C253"",""SRS2547700""",,"PDT000245074.2","2017-09-28T02:45:47Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=R","USA:CO","Chicken Legs","environmental/other","PDS000115963.1",13,14,"SAMN07633567","GCA_005178825.1","50S_L22_A103V=POINT,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1605865",,"2016",,,,"""FSIS1605865"",""SRS1315984""",,"PDT000111426.2","2016-03-01T23:25:43Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:TX","animal-cattle-heifer","environmental/other","PDS000020847.6",14,16,"SAMN04524192","GCA_005285085.1","aph(3')-IIIa=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1606108",,"2016",,,,"""FSIS1606108"",""SRS1371175""",,"PDT000122204.2","2016-04-01T17:13:53Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:PA","animal-swine-sow","environmental/other","PDS000020892.4",8,,"SAMN04600068","GCA_005285105.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C132",,"2017",,,,"""CVM N17C132"",""SRS3530471""",,"PDT000345559.1","2018-07-12T09:59:30Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:MO","Whole - cut in lab","environmental/other","PDS000025651.9",6,16,"SAMN09605006","GCA_005330505.1","50S_L22_A103V=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C186",,"2017",,,,"""CVM N17C186"",""SRS3673276""",,"PDT000363279.1","2018-08-15T19:43:03Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:NY","chicken breast","environmental/other","PDS000025651.9",7,19,"SAMN09783091","GCA_005358965.1","50S_L22_A103V=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","19TN10CB20K-C1",,"2019-10-18",,,,"""19TN10CB20K-C1"",""SRS5623591""",,"PDT000625235.1","2019-11-08T22:35:51Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,tetracycline=R","USA:TN","chicken breast","environmental/other","PDS000025651.9",15,25,"SAMN13234612","GCA_010298905.1","50S_L22_A103V=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C170",,"2016",,,,"""CVM N16C170"",""SRS2547620""",,"PDT000244951.2","2017-09-28T00:49:41Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:GA","Chicken Wings","environmental/other","PDS000025632.6",23,,"SAMN07633485","GCA_004973785.1","50S_L22_A103V=POINT,aph(3')-VIIa=COMPLETE",
"Campylobacter jejuni","CVM N17C229",,"2017",,,,"""CVM N17C229"",""SRS3530607""",,"PDT000345428.1","2018-07-12T09:59:11Z","azithromycin=R,ciprofloxacin=S,clindamycin=R,erythromycin=R,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=R,tetracycline=S","USA:TN","chicken breast","environmental/other","PDS000025632.6",19,,"SAMN09605093","GCA_005327835.1","23S_A2075G=POINT,50S_L22_A103V=POINT,aph(3')-VIIa=COMPLETE",
