"organism_group","strain","collection_date","isolate","location","isolation_type","snp_cluster","min_same","min_diff","amr_genotypes","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","mdsA.COMPLETE","mdsB.COMPLETE","sul2.COMPLETE","sul1.COMPLETE","blaTEM.1.COMPLETE","aadA1.COMPLETE","fosA7.COMPLETE","blaCMY.2.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..B...COMPLETE","tetracycline","streptomycin","sulfisoxazole","ampicillin"
"Salmonella enterica","CVM N57443F",2014,"PDT000121401.2","USA:MN","environmental/other","PDS000029703.486",23,37,"aadA1=COMPLETE,aph(3')-Ia=COMPLETE,blaCMY-2=COMPLETE,blaCMY=PARTIAL_END_OF_CONTIG,blaTEM-1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Heidelberg","Heidelberg","USA","turkey",0,"4:r:1,2",0,"1","1","1","0","1","1","1","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM N57743F",2014,"PDT000121498.2","USA:MO","environmental/other","PDS000029703.486",15,10,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaHER-3=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE","Heidelberg","Heidelberg","USA","turkey",0,"4:r:1,2",0,"1","1","0","1","0","1","1","1","0","1","1","0","1","0","0","0"
"Salmonella enterica","CVM-N23586",2009,"PDT000121749.2","USA:OR","environmental/other","PDS000029703.486",0,2,"blaCMY-2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","CVM-N23585",2009,"PDT000121758.2","USA:OR","environmental/other","PDS000029703.486",0,2,"blaCMY=PARTIAL_END_OF_CONTIG,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0"
"Salmonella enterica","CVM-N26933",2010,"PDT000121773.2","USA:TN","environmental/other","PDS000029703.486",5,24,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N19787",2008,"PDT000123137.2","USA:GA","environmental/other","PDS000029703.486",7,13,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N27358",2010,"PDT000123236.2","USA:CA","environmental/other","PDS000029703.486",7,10,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1606259",2016,"PDT000125272.3","USA:PA","environmental/other","PDS000029703.486",6,5,"blaCTX-M-1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","1","0","0","0","1","0","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM-N19846",2008,"PDT000125719.2","USA:NM","environmental/other","PDS000029703.486",6,7,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N19848",2008,"PDT000125721.2","USA:NM","environmental/other","PDS000029703.486",0,3,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N19857",2008,"PDT000125729.2","USA:NM","environmental/other","PDS000029703.486",1,9,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N19860",2008,"PDT000126487.2","USA:NM","environmental/other","PDS000029703.486",0,18,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N28598",2010,"PDT000130394.2","USA:CO","environmental/other","PDS000029703.486",2,8,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL_SAL-A00745",2006,"PDT000134327.3","USA:MN","environmental/other","PDS000029703.486",12,12,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,fosA7=COMPLETE,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","1","0","1","1","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","WAPHL_SAL-A00771",2006,"PDT000134331.3","USA:MN","environmental/other","PDS000029703.486",3,32,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaCMY=PARTIAL_END_OF_CONTIG,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Heidelberg","Heidelberg","USA","turkey",1,"4:r:1,2",0,"1","1","1","0","0","0","1","1","1","1","1","0","0","0","0","0"
"Salmonella enterica","WAPHL_SAL-A00770",2006,"PDT000134332.3","USA:MN","environmental/other","PDS000029703.486",3,33,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaCMY=COMPLETE,blaCMY=PARTIAL_END_OF_CONTIG,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Heidelberg","Heidelberg","USA","turkey",1,"4:r:1,2",0,"1","1","1","0","0","0","1","1","1","1","1","0","0","0","0","0"
"Salmonella enterica","CVM N39847",2012,"PDT000134830.2","USA:CA","environmental/other","PDS000029703.486",2,0,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Other","USA","turkey",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N39850",2012,"PDT000134833.2","USA:CA","environmental/other","PDS000029703.486",2,2,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Enteritidis","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N39857",2012,"PDT000134840.2","USA:MN","environmental/other","PDS000029703.486",2,1,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Kentucky","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","1"
"Salmonella enterica","CVM N38889",2012,"PDT000134873.2","USA:NM","environmental/other","PDS000029703.486",6,6,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Kentucky","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N38890",2012,"PDT000134874.2","USA:NM","environmental/other","PDS000029703.486",5,4,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N41731",2012,"PDT000134900.2","USA:CA","environmental/other","PDS000029703.486",2,2,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N41736",2012,"PDT000134903.2","USA:NY","environmental/other","PDS000029703.486",2,3,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N41755",2012,"PDT000134920.2","USA:WA","environmental/other","PDS000029703.486",2,3,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N40364",2012,"PDT000134933.2","USA:GA","environmental/other","PDS000029703.486",19,23,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N40392",2012,"PDT000134950.2","USA:NM","environmental/other","PDS000029703.486",2,4,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N40921",2012,"PDT000134976.2","USA:CO","environmental/other","PDS000029703.486",6,8,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N42230",2012,"PDT000135034.2","USA:NM","environmental/other","PDS000029703.486",15,23,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N42231",2012,"PDT000135035.2","USA:NM","environmental/other","PDS000029703.486",15,12,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N42241",2012,"PDT000135040.2","USA:NM","environmental/other","PDS000029703.486",1,3,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N29300",2011,"PDT000135065.2","USA:CA","environmental/other","PDS000029703.486",6,14,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N29303",2011,"PDT000135068.2","USA:CA","environmental/other","PDS000029703.486",1,14,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N29329",2011,"PDT000135086.2","USA:OR","environmental/other","PDS000029703.486",8,12,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N29356",2011,"PDT000135107.2","USA:CO","environmental/other","PDS000029703.486",29,32,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N29365",2011,"PDT000135156.2","USA:NM","environmental/other","PDS000029703.486",5,7,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N29375",2011,"PDT000135163.2","USA:NM","environmental/other","PDS000029703.486",5,7,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N37899",2011,"PDT000135283.2","USA:CA","environmental/other","PDS000029703.486",8,6,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N31830",2011,"PDT000135300.2","USA:CO","environmental/other","PDS000029703.486",13,14,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","2014AM-0108",2016,"PDT000161127.2","USA","clinical","PDS000029703.486",6,7,"aph(3'')-Ib=PARTIAL,aph(6)-Id=PARTIAL,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaCMY-2=COMPLETE,blaTEM-1=COMPLETE,dfrA14=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Heidelberg","(Missing)","USA","(Missing)",2,"4:r:1,2",0,"1","1","1","0","1","0","1","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","2014AM-0897",2005,"PDT000161129.2","USA","clinical","PDS000029703.486",2,1,"blaTEM-1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","(Missing)","USA","(Missing)",2,"4:r:1,2",0,"1","1","0","0","1","0","1","0","0","0","0","0","1","1","1","0"
"Salmonella enterica","2014AM-2270",2018,"PDT000161133.2","USA","clinical","PDS000029703.486",3,4,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","(Missing)","USA","(Missing)",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","2014AM-0016",2012,"PDT000161154.2","USA","clinical","PDS000029703.486",2,4,"ant(2'')-Ia=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,cmlA5=COMPLETE,floR=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Heidelberg","(Missing)","USA","(Missing)",2,"4:r:1,2",0,"1","1","1","0","1","0","1","0","1","1","1","0","0","0","0","0"
"Salmonella enterica","2014AM-0500",2007,"PDT000161155.2","USA","clinical","PDS000029703.486",2,1,"ant(2'')-Ia=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,cmlA5=COMPLETE,floR=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Heidelberg","(Missing)","USA","(Missing)",2,"4:r:1,2",0,"1","1","1","0","1","0","1","0","1","1","1","0","0","0","0","0"
"Salmonella enterica","2014AM-1075",2006,"PDT000161157.2","USA","clinical","PDS000029703.486",2,6,"ant(2'')-Ia=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,cmlA5=COMPLETE,floR=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Heidelberg","(Missing)","USA","(Missing)",2,"4:r:1,2",0,"1","1","1","0","1","0","1","0","1","1","1","0","0","0","0","0"
"Salmonella enterica","2014AM-0096",2014,"PDT000161226.2","USA","clinical","PDS000029703.486",28,37,"aadA1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE","Heidelberg","Other","USA","urine",0,"4:r:1,2",0,"1","1","0","1","0","1","1","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","2014AM-1447",2014,"PDT000161341.2","USA","clinical","PDS000029703.486",4,5,"ant(2'')-Ia=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,cmlA5=PARTIAL_END_OF_CONTIG,floR=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Heidelberg","Heidelberg","USA","stool",2,"4:r:1,2",0,"1","1","1","0","1","0","1","0","1","1","1","0","0","0","0","0"
"Salmonella enterica","2014AM-0990",2010,"PDT000161391.2","USA","clinical","PDS000029703.486",3,5,"blaCMY-2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","(Missing)","USA","(Missing)",2,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","2014AM-2961",2018,"PDT000161398.2","USA","clinical","PDS000029703.486",2,2,"blaTEM-1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","(Missing)","USA","(Missing)",2,"4:r:1,2",0,"1","1","0","0","1","0","1","0","0","0","0","0","1","1","1","0"
"Salmonella enterica","2014AM-1052",2005,"PDT000161400.2","USA","clinical","PDS000029703.486",0,2,"blaCMY-2=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","(Missing)","USA","(Missing)",2,"4:r:1,2",0,"1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0"
"Salmonella enterica","2014AM-0309",2010,"PDT000161405.2","USA","clinical","PDS000029703.486",1,6,"ant(2'')-Ia=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,cmlA5=COMPLETE,floR=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Heidelberg","(Missing)","USA","(Missing)",2,"4:r:1,2",0,"1","1","1","0","1","0","1","0","1","1","1","0","0","0","0","0"
"Salmonella enterica","CVM N31386",2011,"PDT000178510.1","USA:CA","environmental/other","PDS000029703.486",5,3,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N37914",2011,"PDT000178513.1","USA:GA","environmental/other","PDS000029703.486",23,5,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N41751",2012,"PDT000178516.1","USA:OR","environmental/other","PDS000029703.486",3,41,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N42242",2012,"PDT000178522.1","USA:OR","environmental/other","PDS000029703.486",5,2,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S173",2016,"PDT000269107.2","USA:MN","environmental/other","PDS000029703.486",3,15,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S093",2016,"PDT000269145.2","USA:PA","environmental/other","PDS000029703.486",6,1,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S095",2016,"PDT000269147.2","USA:PA","environmental/other","PDS000029703.486",3,2,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","1","1","0","1","0","0","0","0","0","1","1"
"Salmonella enterica","CVM N16S351",2016,"PDT000269175.2","USA:GA","environmental/other","PDS000029703.486",5,6,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S288",2016,"PDT000269213.2","USA:MN","environmental/other","PDS000029703.486",2,12,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S386",2016,"PDT000269219.2","USA:NM","environmental/other","PDS000029703.486",6,5,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S072",2016,"PDT000269325.2","USA:NY","environmental/other","PDS000029703.486",0,1,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S075",2016,"PDT000269326.2","USA:NY","environmental/other","PDS000029703.486",5,6,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S076",2016,"PDT000269327.2","USA:NY","environmental/other","PDS000029703.486",1,2,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S077",2016,"PDT000269332.2","USA:NY","environmental/other","PDS000029703.486",3,7,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S053",2016,"PDT000269436.2","USA:MN","environmental/other","PDS000029703.486",1,16,"fosA7=COMPLETE,fosA7=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N17S1002",2017,"PDT000359423.1","USA:MN","environmental/other","PDS000029703.486",4,7,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N17S226",2017,"PDT000359440.1","USA:NM","environmental/other","PDS000029703.486",9,4,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N17S1438",2017,"PDT000359449.1","USA:PA","environmental/other","PDS000029703.486",11,8,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N17S726",2017,"PDT000359491.1","USA:NM","environmental/other","PDS000029703.486",5,11,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N17S477",2017,"PDT000385737.1","USA:CO","environmental/other","PDS000029703.486",5,5,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N17S1584",2017,"PDT000385759.1","USA:TN","environmental/other","PDS000029703.486",1,2,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N17S1261",2017,"PDT000385804.1","USA:CO","environmental/other","PDS000029703.486",1,1,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N17S1155",2017,"PDT000385824.1","USA:TX","environmental/other","PDS000029703.486",1,2,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N17S242",2017,"PDT000385858.1","USA:NM","environmental/other","PDS000029703.486",19,18,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(C)=COMPLETE","Heidelberg","(Missing)","USA","chicken",0,"4:r:1,2",0,"1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","1"
